heading,content
"buildings, according to fraternity president John Whitaker 81.",
/*,
A V i n / T C,
Campus security is still lacking manpower after recent firings,
A,"^ Mika hlem. but the men will eventually posts of the two patrolme By MARC ELLIOTT Vacancies in the security force here have yet to be filled, forcing officers on the force to work as much as 14 hours overtime each week, according to Campus Security Chief Norman Fine. The vacancies on the force resulted when Vice President for Administration and Finance John Zeller fired patrolmen Charles Gross and Ralph Strunk "" for cause"" Sept. 19. Zeller has con- sistently refused to comment fur ther on his reasons for discharg ing the two campus patrolmen. Fine said he does not "" see any immediate difficulties""  resulting from the vacancies on his force. Fine said the force is "" providing adequate coverage."" Because of the dismissal of the two officers, the four patrolmen remaining on the force each work an average of 14 extra hours weekly in overtime, Fine said. Assistant Chief of Security Mike Amarante and Fine have assum- *ed shifts in the patrol rotation to help fill the shortage, he said. Find said "" so far it's no pro blem, but the men will eventually get tired"" of working overtime. Zeller expects it to be at least "" several more weeks"" before replacements are hired to fill the posts of the two patrolmen discharged. The University is currently in terviewing 80 applicants for the posts."
Welcome,
Bison,
Parents,
Welcome Back,
BISON PARENTS,
0,
PIZZA CITY,
0,
You Are Always,
Come Browse In Our,
Friendly Store. We,
Enjoy Having You,
Look! Try,
On Our,
New,
Fashions,
Arriving Daily.,
Welcome At The,
The Home of Lee,
&,
Wrangler Jeansj,
-- Denim and,
Corduroy.,
"""Campus""",
"Shirts,",
Sweaters &,
Jackets.,
"""Garland""",
j,
Sweaters & Shirtsj,
For Ladies!,
SS,
EVERY LARGE PIE,
*,
-- --,
0 t,
50,
* OFF,
Good Thru October 19th With Coupon Only,
We,
Havel,
Sweat Shirts,
Long Sleeve,
- Short Sleeve,
- and Slip-over Hoods.,
I,
We,
Have!,
Danskin,
Leotards,
<< * Tights to Match the,
I,
"Navy, Black, and",
1,
Wine Colors,
We Havel,
|,
Sweat Pants,
* Sizes Sml-Med-Lge SS,
and Extra Large,
8,
* Shirts to Match,
1,
We Have!,
1,
Lee-Bibs,
"* Corduroy, Denim and}",
Twill,
* Sizes 24 to 36 waist,
SICILIAN PIZZA,
c #,
75,
* OFF,
Good Thru October 19th With Coupon Only,
LARGE STROMBOLI,
^,
<*?',
50,
* OFF,
Good Thru October 19th With Coupon Only,
PIZZA CITY,
"Route 15, Lewisburg",
for Fast Service Call 523-1232,
"We Deliver Sunday Thru Thursday, 8 p.m.-12 p.m.",
I  Daily Hours: 9:30ito PS?30--,
OPINIONS,
"Friday, October 17,1980",
EDITORIALS,
Romper Room rejects?,
We've all heard the reports that the nation's high schools are,
graduating an alarming number of illiterates. But we know that to,
attend a college like Bucknell--Barron's College Catalogue says we,
"are ""highly competitive,"" if that matters--you can't be a member of",
that select group of Romper Room rejects.,
That's probably why a faculty survey rates only 10 percent of the,
students here as illiterate.,
"Wait a minute, let's hear that again.",
"Yes, it's true. The survey also reports professors rate about 50",
"percent of their students ""more or less competent"" ; another 15 per",
"cent are said to have ""serious problems."" Advanced calculus is un",
necessary to determine that this leaves a mere 25 percent of the stu,
dent body receiving faculty approval.,
A subcommittee of the University Committee on Instruction has,
proposed that students be required to take three writing courses at,
"beginning, intermediate and advanced levels.",
100 level English composition courses are virtually the only of,
ferings the University has for writing improvement. The English,
Department and the tutor are overburdened. We strongly endorse,
this proposal and insist the University make immediate plans to put,
these measures into practice. The results of the faculty survey are,
"most disturbing. A $7,000 yearly tuition fee leaves no room for com",
"placency concerning the ability to write, intrinsic to everyone's",
education.,
Warning a week away,
"The mid-semester break, the seeds for which were planted",
"proudly in this column almost two years ago to the day, will blossom",
in a week for the first time.,
"After a period of nurture through the ABS Congress, the Univer",
"sity Committee on Instruction, the calendaring office and the full",
"faculty, the four day respite from an otherwise grueling 12-week",
regimen is here for the benefit of all. But--and we cannot emphasize,
this fact or warn people of it enough--the break has a one-year con,
tract only.,
The faculty can and very likely will cancel that contract and,
take the break away next year if too many of us leave before our last,
academic commitments Friday and arrive after our classes have,
begun again Wednesday morning. If you read this page you have,
heard that line before; if you think we are trying to drum it into you,
"through repetition, you're right.",
"There are just so many ways to say it, but this appears to be the",
most straightforward: Stick around now and you will benefit later.,
Advancing the arts,
"Julius Bloom, in his report on cultural events at Bucknell, unwit",
tingly hit upon one of the issues that has long been holding the,
"University back artistically. He proposed the formation of a ""new",
"entity on campus"" to serve as overall coordinator for all the arts",
organizations now in existence.,
What Bloom did not know is that such an organization does exist.,
Most students don't know about the Association for the Arts at,
"Bucknell, either, which is the significant fault of the group. The",
association stands as an example of a group with good intentions,
that lacks the knowledge and expertise to work these hopes into,
tangible and effective realities.,
"Bloom's report says the ""new entity"" should be ""headed by a",
qualified person who gives his of her principal time to the assign,
"ment."" It seems logical that -- in setting up a truly professional arts",
association -- those in charge would want at the helm a person with,
training in the field of arts management who could devote full atten,
tion to the running of such an organization.,
If the University honestly wants to advance the artistic at,
"mosphere on campus, the first step is the appointment of such a per",
son to take charge of and reshape the Association for the Arts.,
Notice:,s u c k m e v i m
4 ;,
X,
"TKOOo""r",
T W,
/,
IS>rc*>M -,
T 0  *,
DOltatS'T > yUXESj ANI) 3,
u,
ST,
"V/bfis1"" ""THine- 3- ^",
r,
Tb Tarnte 'TKP'T Y,
o,
O ZMft/'WCr,
PS0% /XJMiEQOfcf'E,
"Rl&HrT/No- <=,KJUs",
A iiue SKOCA,
^OafNElJ- **-,Stave Diorio
Bucknellian,"Volume84,N um ber! . Bucknell University, Lewisburg, Pa. Friday, October 17,1M!"
Ken Qua as,
David Hawkings,
Editor,
David O'Connell,
Managing Editor,
Associate Editor,
News Editor...............,
.............................................................................Matt Karanian,
Opinions Editor................................................................................................,
Eric,
Hoemer,
Features Editor,
.........................................................................,
...........,
Lynne Rutherford,
Arts Editor............................................................................................!!I . .Amy Fortgang,
Sports E ditor......................................................................................................... Jeff Cross,
'ffatography Editors............................................................Carl Jensen & Megan Young,
Copy Editor,
.......................................................................,
Kris Forsythe & Marjie Gelzer,
Graphics Editor................................................................................................fj*Y(r),
Coming Events & Classifieds,
.......,
..................................,
..............................Shelli Wallis,
...,
............................................................................................ Cindy Crossley & Andy Marsh,
Faculty Advisor,
.......................,
..................................................................John P. Dunlop,
Robbie Lichtenstein,
Laura Carmelich,
Business Manager,
Production Manager,
Finance M anager,
.......................................,
..................................................AE,
5 B E,
Advertising Manager.......................................................................................U sa Micnels,
Because we want everyone on campus to receive the,
newspaper before the beginning of the mid-semester,
"break, the Bucknellian will be published next on Thurs",
"day, October 23.",
We will not be publishing an issue the Friday following,
: Vi'tm SE,mm
EDITORIAL AND OPINIONS POLICY,"Th e Ed ito rial colum n of the Bucknellian re fle cts a consensus of the opinions of the e d ito ria l bo ard a s to the topic and g e n e ra l position ad vanced  If a  consensus could not be reach ed , the opinions e xp re sse d  a re  those of the editor in ch ie f. O th er opinion m a te ria l re p re se n ts the vie w s of the authoi and a re  not n e ce ssa rily those of this p a p e r."
LETTERS POLICY,The Bucknellian w elco m es re a d e rs com m ents on im portant cam pus n atio n al and in tern atio n al issu e s. Letters m ust be brief e x c e ssiv e ly  long le tte rs w ill be edited or condensed. Letters m ust be also  typ e w ritte n  double spaced and signed by the autho r. W rite rs w ho  w ish  th eir nam es w ith h e ld  m ust includ e an e xp la n a tio n . Pseudonym s w ill not be published nor ch a ra cte r a ssa ssin a tio n s noi libelo u s sta te m e n ts. W e w ill ottem pt to publish a ll resp o n sib le m a te ria l although w e  do re se rv e  the right not lo publish due to spocing tech nical leg al Or other pro blem s A d d re ss letters to the B u ckn ellian  Box C 3059. Lew isb u rg  P e n n sylvan ia 17837 or bring them  to our o ffice  in the basem ent of the e a st w in g  of Roberts H all BJT M jm *  >>  *  *  4 > **>>#* ***##** 4
"Friday, October 17,1980",
LETTERS,
OPINIONS,
Page 9,
Recycling Group president explains controversy,">> * 1 * r ___ <<iw MA/nr/ilitwt rtrAim nrocirlontc mir nnoratifinS. Fur fi To the Editor: As president of the Bucknell Recycling Group, I feel com pelled to make further comment on the controversy concerning the control of recycling group funds. In the spring of last year, Professor Coder and the group had several disagreements con cerning club policy. Members of the group sup ported the expansion of recycling efforts on campus as well as in the community. Coder did not. Members of the group were en thusiastic in our financial support of Bucknell Environmental News. Coder was not. T h e s e d i s a g r e e m e n t s precipitated Coder's resignation as the group's advisor. However, Coder did not relinquish his con trol of the group's bank account, which contains about $4,600. Coder feels that by doing so, he will be protecting the interests of past students who recycled in the belief that the money earned from their activities would go in to a trust fund, the interest from which would provide a scholar ship for a local high school stu dent. The current leadership of the recycling group feels that Coder is mistaken, and that control of the account should revert to the recycling group. To resolve this issue, the recycling group has asked the ABS to petition the ad ministration for a review of policy. This review has been granted, and will be carried out by the Committee on Com plementary Activities. To support our case, we have contacted all but one of the past six recycling group presidents, all of whom agree that the funds in the account should be used to expand, and make more efficient, the recycling effort at Bucknell. It is rather obvious that $4,600 dollars could go a long way toward improving our facilities. I would also like to respond to our critics that the recycling group does a tremendous job for an all-volunteer student organization. I doubt if many peo ple fully realize the magnitude of our operations. For example, last semester the group recycled more than 115,000 lbs. of paper. More than 70,000 lbs. of paper have been recycled in the first month and a half of this semester alone. Bucknell is fortunate to have enough concerned students to make this worthy effort possi ble. Bob Doms '81 President, Bucknell Recycling Group"
Actions speak louder,
than words on any wall,"TOtiejoin with John Zeller in regretting the fact that some nameless individual(s) recently felt it necessary or justifiable to express themselves on the pillars of Marts and Coleman Halls. However, I feel that a distinction must be made between the truly "" well-intentioned and highly moral"" anti-nuclear proponents and the person(s) who think that defacing property with anti-nuke slogans is the best or only means of expressing their active con cern; that is, if they are concerned at all. I believe that the former are, according to principle, inherently concerned with protecting the aesthetics of the environment, while the latter seem not to be. For these individuals, the popularity of the "" No Nukes"" cry seems to have obscured the very reasons behind it, rendering it almost meaningless. I ask you to recognize the essential difference bet ween these two groups, and not to place blame unjustifiably on the wrong persons. To the former group, more thanks for joining in the rally at Berwick and for your continuing support of the environmental mdeg  And to the latter, whoever you may be, a request that you think twice before engaging in irresponsible actions that might tarnish the work of those who are not simply voicing, but also acting upon their beliefs. Actions do speak louder than words on any wall"
Lynn Jenkins 82,
"President, Students for Environmental Awareness",
Former recycling president's view,"To the Editor : The conflict over the use of Recycling Group pro fits has been recognized by each of the past presidents of the group. A silent dissension from Professor Coder's hope of a scholarship fund was the rule. The long-range goal envisioned by both the presidents and the consensus of the group centered on continuing and expanding the recycling effort at Bucknell and possibly in Lewisburg. Three presidents managed the Recycling Group prior to the spring of 1976. All were still active in the group in the years 1975-76. That spring David Ander- spn '77 handed the presidency over to me. Discus sions In Recycling Group meetings with those past presidents -- all at once or in separate meetings -- conveyed the intention of using the group's profits for maintenance and expansion of recycling efforts. Each of the three prior presidents described to me their hope, which was also the consensus of the group, of using the funds in this way. Vocal approaches to Coder on the matter were avoided, primarily out of respect for his extensive help in the operations of the group. Coder acted as the link with the paper buyer in Williamsport, often cut corners for the group with the Physical Plant, and had his secretary keep the financial records. At one time between spring, 1976, and spring, 1978 during my presidency, the group again faced the problem of listing priorities for the use of their pro fits. A proposal for a fund of $500 for scholarship was made and approved by the group. $100 was to be allocated for five consecutive years. All other monies were to be used for recycling purposes. Although follow-through did not reach the Office of Financial Aid, Coder should have received notice of this decision. I do not know of the policies set by any charter nor the initial agreement with the administration and Coder. I do know, however, that each of the presidents, beginning with Doug Bastion '76 and through myself, has expressed the desire to spend the major portion of the group's profits for recycl ing efforts, and not on a scholarship fund. 6 Merlin Slyter"
"Lewisburg, Pa.",
Virtue of,
|p,
",,",
discipline?,
IuGeioisfcoro,
To the Editor:,
II,
Demands direct dialing,"To the Editor I find most amusing the oc currence of two separate but related incidents within the last few weeks. The first is a report of the faulty pay phone system on campus, resulting in a substan tial bill to be footed by the University. It seem s that students were able to place long distance calls from pay phones without the operator requesting any deposit of coins. According to the freshman class president, the problem has been rectified: all tolls are to be paid by the University, i.e., the student body. The second is the article in the September 19, 1980 issue of the Bucknellian concerning a new phone system for the University. What amuses me is that this is the third such article the fftu>>knriHan has run in the four years I have been here. The latest one reports how Gerry Commer- ford indicated that for the first time, tiie University has fixed a target date for completion of said system (August, 1981). I was quite perplexed by reading this, especially when, upon a little research,"
I,"discovered that in the April 7, 1978 Buckpellian, the University was to have its new phone system by September 1980 (last month). Again, the September 14, 1979 issue of the Bucknellian promised a new system in the "" fall of 1980."" These two incidents, together, should be a caveat to both students and administration. To the students: while we may have been promised such a useful and needed revised phone system, we have indeed been led on and somewhat prostituted in the past, so don't get your hopes up. To the Administration: whether you were ever aware of it, there has been and always will be a demand for a phone system that allows for the placing of direct long distance calls. It is high time you quit the deceptions and act on that with which you seem so effusive with words. BobPollokoff'81 To the Editor: Given the general aura of frivolity that normally surrounds Homecoming, I was pleased and gratified to see that the brothers of SAM chose to use the occasion of their participation in the parade to extoll the old-fashioned virtue of discipline. Richard Brockhaus Assistant Professor of Philosophy"
U N D E R S T U D Y,I n h e r it e d d e f e c t s of body chemistry are the focus of Dr. Mil- ton Taylor's research at Indiana University. Dr. Taylor's work is supported by the March of Dimes whose aim is birth defects prevention. _____
\Cmft,
',
0,
air,
1980,
"Orange, Red, Yellow, Green",
Soon It'll Be Halloween,
(gayejri,for Plants and Gifts Many Handcrafted Fall/Winter Gift Items Plant Bargains! 8 So. 7th St. 12-6 Mon.-Sat.
seventy-five,
professional craftspeople,
LEWISBURG ARMORY,U S. ROUTE 15
LEWISBURC. PENNSYLVANIA,"Friday, October 17 1 p m. - 9 p.m. Saturday, October 18 10 a m. - 9 p.m. Sunday, October 19 10 a m. - 6 p.m. I Free Parking Cener.l Admission >>1.00 Children .501"
lan,
autum n outiny\,
fo r y o u,
",",
yo u r p a ren ts,
and frien d s,
OPINIONS,
"Friday, October 17,1980",
An alternative: endorse Frank Wilson for president,"By RICHARD BROCKHAUS Around campus I hear ominous rumblings from honest and in telligent people about not voting fo r  J im m y C a rte r co m e November. Some of the ramblers intend, so I gather, to vote for Ronald Reagan, although"
I,"honestly don't know why; no one has yet presented me with a plausible example of a positive attribute possessed by the former Governor of California. But if one has a hankering to elect a senile fascist as Presi dent, I doubt highly that anything that I might say here would scratch that itch. More troubling, however, are those who ap parently intend to vote for John Anderson, but I think that I can offer good reasons for not choos ing that course of action. Let me begin with an historical anecdote. Once, long ago and far away, when the world was much dif ferent than it is now, a fat, in telligent and reasonably honest fuddy-duddy named Hubert Horatio Humphrey was running for president against a dangerous paranoid named Richard Milhous Nixon. Hubert, for reasons not clear, decided to follow LBJ in his self-destructive support of what Mr. Reagan tells us was a noble crusade in southeast Asia to either rid the world of Com munists or, failing that, rid it of gooks in general. Many of us, including your nar rator, said, as November 1968 ap proached, "" Humphrey, Nixon . . .  what's the difference?""  and so voted for Eldridge Cleaver or Moose Skowron or M ickey Mouse, or whatever. (Others of us, whose political consciousness had been raised to a somewhat higher level, voted for RMN, on the grounds that this might prod the inexorable dialectic of history toward its final conclusion -- remember, folks, this was long ago, when p olitics m eant that Anderson has even the remotest chance of winning. So if you are an Anderson Optimist, you can stop reading here. Second, a vote for Anderson is a vote for Reagan. The polls clear ly show that Anderson draws most of his strength from tradi tional D em ocratic support."
The spectre of a Reagan presidency is so,
frightening that we ought to try anything to,
avoid it.,
thft Wardrobe,
CLASSIC,
SPORTSWEAR,
Villager,? V V\0 PS 0 \\fcC^
Fair,
"'s'aoc/.Siv,",
MONOGRAMMING OF COURSE!,
234 market.,
leu/isbupg,"sometnmg more tnan whether we act polite to black people or not The difference between Hubert and Tricky Dick became clear to us with tragic quickness, and I here refer not so much to the Watergate follies as to the more lasting fruits of the Nixon presidency: the devastation of Cambodia, the packing of the Supreme Court with mediocres, and the loss of faith among Americans in the notion of social progress. Now, can we learn something from this saga of the ancient past? First, 1 am here assuming that no one in their right mind thinks (Query: why does Anderson spend most of his time attacking Carter, anyway? Reagan's posi tions ought to seem more heinous to him.) Third, the spectre of a Reagan presidency is so frightening that we ought try anything to avoid it. In all sincerity, I would vote for Richard Nixon were he the only alternative to Reagan. Many Anderson supporters argue that one ought to vote for the best man. This, 1 think, is ab surd. One ought to vote to have the best president, and this means voting for someone who at least has a chance of winning. If one is not interested in who can win, and wants to vote for the best man they can find, it is cer tainly the case that there are bet ter people around than Anderson. My personal suggestion is tnat you vote for Frank Wilson. Although I am not certain that Frank is the best, I am certain that he is far more intelligent, honest and capable than John Anderson. I think that this is a crucial election, very crucial indeed. I am honestly frightened by the flood of jingoistic sword-waving rhetoric spouted by both real can didates, and I honestly find Carter a less than thrilling can didate. But I also think that any in telligent and honest person who (unlike the New York Liberal Party) contains the urge to be self-indulgent with his or her vote, will be forced to conclude that even if a vote for Carter means four more years of in competence, then that represents a small price to pay to keep Disneyland out of Washington. Richard Brockhaus is an assistant professor of philosophy at the Uni versity."
Spanking some Spauldings,"ByBOBWALZ Well, here I am a second semester senior at Bucknell. All that I can say about my time at Bucknell is that it was just too brief. Too, too brief. In only a few months I'll have to leave, but I am certainly not leaving without any memories. Bucknell is such an incredible place. Whenever I think about Bucknell, I think, well -- That's Incredible! Some of the things I have enjoyed about Bucknell are the great diversity of things to do and the vast heterogeneity of the student body. You can find some one from just anywhere! One fellow that I know is from Newark. What a city! With such a vast mixture of in dividuals it really is incredible that everyone here looks the same. It is a sign of our fine socie ty, as reflected in our fine institu tion, that we are all clothed pro- jSS6St3C3SStSfS6S63SSS3S3S36S636363S363S3S3S3CSS3S3S363S3S3S3t3S3CSS3i3i3S3i3i3C363S3S36SS363SSS3S3S3S3t3S3SSC5S3S36SC"
PENNSYLVANIA,
THE,
"RD#1, Winfield, PA 17889",
"""MakiiT It Naturally Good""",
We,
mail,
gift,
packages,
anywhere by parcel post. Just,
call us or stop in and WE'LL,
S U R P R I S E,
Y O U  R,
FAVORITE PEOPLE with a,
naturally good gift package,
delivered to their door.,
Phone 717-523-1200,L e w isb u rg j IWiniield The Pennsylvania Cheesemaker Factory Outlet Top Of Hill
Open 9 till 9,
Weekdays & Saturdays,"KX3Q <<O8S8<<OtXSK3O<<aM 6<<3ia<<tSSSSXS3OeS3SSSSaSXXXXSXSS30ttia6SX3<<0tSS9>>8^ perly. Of all the physical features of Bucknell I like the golf course most. As a matter of fact, Bucknell reminds me of a golf course. We have the players, and we have the caddies, and each know their job. There are many, many foursomes at Bucknell, and if you're willing to play by the rules you can join a foursome too. Of course, if you don't want to play by the rules you have to putt by yourself. But there's always the possibility that if you weren't born to play you might just make a great caddie. The only problem to all this is that those who play by them selves sometimes get in the way. But after all, hopefully after Bucknell we will all belong to "" real"" golf courses like our dads and have plenty of "" greens"" to ourselves. The "" pros""  at Bucknell are in credible also. They care very much that we all perfect our games. Although it is tough at times, if we all conform to the proper stance, keep our heads down and grip as we're told, after four years we'll really know-how to play the game. It's really great how the "" pros""  give us so much instruction and we don't even have to talk to one another. Well, I think it's about time to go out and spank some Spaldings (and maybe a few of those lonesome puttsters too, ha, ha). It's about time this place was cleared of those who don't want to play along with everyone else. If you want to come along maybe we could nudge a few of those sluggards off the course with our cart. Put on your alligator shirt and meet me at traps. See ya there. Fore! Bob Walz '81 is an English major from St. Davids, Pa."
Page 11,
The typical suburban family may become extinct,"* **- . . . . . . i i ___ _ i. _ I __ i _____ _ _______ v t . 1 1 . f r t mncaiim Hienlov By TODD 6. BUCHHOLZ One of the more saddening car toons I've seen depicts the extinc tion of the suburban family. In a museum are stuffed versions of Johnny and his baseball bat, his sister in pigtails, his mother with Tupperware and his father holding a briefcase. This Parents' Weekend, it seems appropriate to consider the fate of suburbia and the post- World War II dream of owning a home and raising kids in a safe and serene neighborhood. Quite a bit of evidence points away from the lifestyle so many of us grew up with. The economic situation forbids young couples from purchasing new homes. In terest rates for mortgages and labor costs for construction are extremely high. Even the local school system, the foundation of suburban com munities, is floundering. More and more districts have become regionalized. State boards of education are usurping authority from neighborhood boards. Leftist and liberal economists like John Kenneth Galbraith smile, denigrate our "" affluent society,""  make us feel guilty about our roots and profess that small scale village units would serve people better. Despite these preachings, the suburban community has served us well. We may snicker at the typical high schools we attended and we may deplore the fast-food chains in our towns, but growing up in that environment was not"
THE,
BUCH,
STOP,"that bad. In fact it was damn good for most of us. Recall those silly yet fun things like playing in Little League, go ing trick-or-treating on Hallo ween or attending the local Thanksgiving Day football game. The point here is not sentimen tality, but to recount the small yet memorable benefits of subur bia that elicit the envy of both ci ty and rural kids. I cannot imagine the continued growth of these communities in d efia n ce of our fren zied economy. Fewer people can afford homes; this trend will not soon end. Nor will cheap energy and transportation soon return. The number of young couples living in suburbs will most likely decline. I do not foresee extinction, however. It is too early to step in to the museum display. Enough people already in communities will stay to maintain the suburbs, perhaps on a smaller scale. And the social benefits will offset the economic drawbacks. The fate of our whole society will be determined in this decade by America's responses to fiscal and energy crises. If mass transportation becomes pro fitable and desirable, the suburbs will make a comeback. If inflation-recession cycles are halted, people will be able to af ford suburban life and we will not be the last generation. These are hopeful assumptions. But we suburbanites have always been optimists."
THE BUCKNELL DILEMMA,
By STEVE DIORIO,
Z,a h h j r i d k
T X,
\AfVEKtiOCM\J,BuRg yctiDUC
',
T THOUGHT*,
VOU WERE GOMIM&,
.SATURbW- GAS?,
TMfc MV BOV ? A CHIPOFF THE,
'OL BLOCK-.' IS E lY O o te  EN3OTIRS,
",YOURSELF AT COLLEGE SON! GOOL",
TOSEE IT>>,
D,u
ESKTHE,
LOGIC GOOD,
L,
NU K .Zzy,
"MARTHA, ARE^",YOU ALRIGHT?
MUST BE THE LONG,iDRNE OlTT HERE...
WESTERN HATS,Felts & Leather
WESTERN BOOTS,"Acme, Dan Post, Wrangler, Texas, Justin"
* WIDE SLEECTION,of LEATHER
BELTS &,
BUCKLES,
* LEATHER VESTS,* FULL LINE of
LEATHER,
PRODUCTS,Tfjrlainilu.TI
"LEWISBURG, PA",
^CAMPUS IHEATRE BUILDING,
iccoooooeeoi,jo o o o e o c o o o
THE CURTAIN'S UP,
For the theatre lover with,
only a short visit to the,
IK APPLE.,
1 Night/2 Days,
and an orchestra seat,
ticket of your choice to,
one of Broadway's finest,
performances.,
re W iO R K i,
>00,
From,
$59,
CAREFREE,
per person,
doublo occupancy.,
523-3224,
TRAVEL,
SERVICE,
3? S. 3rd St,
........,
;,
",",
Lewisburg,
first and hat end -  ta,
INDIA,
and,
NEPAL,
5,
% * per m ile !,
PROFESSOR RICHARD PETEREC AND JIAA HAMAAERLEI,
I,
offer,
a,
S E  DAY SE pE E E,
KlEtLG JAN pLAN|,
"#STUDY TOUR OF THE MAJOR GEOGRAPHICALLY, POLITICAL-]",
|LY AND CULTURALLY DIVERSE AREAS OF INDIA AND NEPAL.,
GET THE FACTS FROM THE BROCHURE AVAILABLE AT THE|,
|U.C. INFORMATION DESK.,
THE TOTAL COST OF $1740 TO AND FROM JFK COVERS!,
"EIP EEtftfM G . INTERPRETED, THIS MEANS ALL AIRLINE,]",
"TRAIN, AND BUS TRAVEL; THREE MEALS A DAY; LODGING;|",
"|VISA FEES; AIRPORT AND TRANSFERS, ETC.",
THE BAD NEWS: HEAVY DEMAND FOR THE SEATS],
!PRESENTLY RESERVED ON AIR INDIA MEANS WE MUST KNOl,
[OF YOUR INTEREST BY NOON,
OCT* 21 * GE1,
I,
y,
OUR NAME TO JIM HAMMERLEE AT THE U.C.,
"It's ""go or ""no-go",
0,
Tuesday!,
Page 12,
"Friday, October 17,1980",
Now Arriving . . .,
ON CAMPUS,
DELIVERY,
Departures Nightly,
Sundays Thru Thursdays,
10:00-11:00-MIDNIGHT,
Now,
",",
THE GREATEST NEW TASTE IN,
DOWNTOWN LEWISBURG IS JUST A CALL,
AWAY.,
CALL US. (WE WON'T CALL YOU.),
523-0990,
"SUBS, TACOS, BURRITOS, HOT ROAST BEEF",
U N IO N  STATIO N,>> fc.1 * t. i  t f M Yo'< Yi .Y  > Y
"Friday, October 17,1980",
OPINIONS,
Page 13,
Unbearable cafeteria lines,"By KRIS FORSYTHE The lunch line crow ds, although tolerated in the past, have recently become obscene. For those eating in the cafeteria, especially those having to endure the agony of the fast pass, the lunch hour experience is transformed from a potentially pleasant repast to a nerve- shattering test of endurance. The problem begins at approx imately 11:55 a.m., when classes let out. Since two out of the three doors are locked, the first obstacle occurs in trying to squeeze through the one open door to the ticket punchers. Over worked though they are, the pun chers punch quickly enough to allow an overflow of diners to back up into the condiment table. If one is lucky enough to grab a tray--if there are any--the true test begins. Passing the confec tions (since they are invariably unreachable anyway), one at tempts to approach the ""main course."" People are virtually tied in a human knot, with nobody taking the 27 plates of food lined up on the shelf. The workers serving the food are often distracted: not with work, but with discussion about fall break rides and yester day's test. After grabbing any plate available, the beverages are next in the muddled procession. Assuming one has not been im paled by the catty-cornered milk machine, it is usually relatively easy to sidle up to the ice con tainer. However, finding glasses is tru ly difficult, and trying to break the one solid lump of ice without an ice pick is work fit for the physical plant. And, when one finally has the precious glass of ice, there is nothing but seltzer water to put in it. Now, with skim milk over ice and a cold hot dog, the diner must try to find a seat. The best bet is probably to sit outside on a picnic bench, even though it may be 35 degrees. And seconds are im possible, considering it is now time for 12:45 classes, and people are still waiting to get trays. An exaggerated observation? I think not. As for solutions, I look to the Dining Service and/or the administration. If something is not changed soon, I think the introduction of a 7-1 meal plan should be seriously considered. Kris Forsythe '81 Is a political science . major from Morrisvllle, Pa."
APPLE II and III,
COMPUTER SYSTEMS,10% Discount Prepaid Orders
"Compucon, Inc.",
Wmsport. Sales Rep.:,
Fritz Hockman,
717-326-4954,
COLLEGE,
STUDENTS,
Improve your,
grades!,
Send $1.00 for your,
"306-page, research paper",
catalog.,
All,
academic,
subjects.,
C ollegiate Research,
P.O. Box 25097H,
"Los Angeles, Ca. 90025",Enclosed is $1.00. Please rush the catalog.
I,
I,"I Name,"
I,Address^ City ______ State _ _Zip_
B u c k n e ll U n iv e r s it y,
C A P  A N D  D A G G E R,
p r e s e n t s,
An hysterical comedy by Mol !ere,
"October 16*, 17, 18, and 19 at 8:30 p.m.",
in the UNIVERSITY THEATRE,
For Tickets Call 524-3480,
$3.00,
($2.00 Senior Citizens),
* Student Discount Night--2.00 with B.U. ID,
JUNIORS AND SENIORS,
EARN OVER $800 PER MONTH,
The Navy is seeking qualified college juniors and seniors for the Nuclear,
Propulsion Officer Candidate Program. Applicants must be in pursuit of a,
"bachelor's degree in engineering, physics, chemistry, or mathematics.",
"Following graduation, selected applicants will attend Officer Candidate",
School followed by one year of graduate level training in nuclear propul,
sion plant theory and operation. Competitive salaries plus bonus. 30,
"days' paid vacation earned each year. Insurance, medical, dental",
package included. Contact your Placement Office for the specific dates,
that the Navy Officer Information Team will be on campus or send a,
"letter or resume, stating qualifications and interests to:",
Navy Opportunities,
P.0. Box 946,
"Harrisburg, Pa. 17108",
(717) 782-3983,UM iiiiiiiiiiiiiiuiiiiiiiim iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiniiiiiiiiiiiiiiiiiiiui
Lewisburg,
Bmies Strm,
"*  A lackluster apartment, room,",
I  or fraternity house got you down?,
*  Let Lewisburg Buildings Supply,
offer you materials and/or suggestions,
for polishing the surroundings!!!,
Consider these:,
*  Ceiling Tile,
* Paneling,
I,
*  FLoor Coverings,
f,
*  Paint,
*  Wallpaper,
* Z-Brick for walls & floors,s
* Decorative Cabinet Hardware,5
*  Shelving,
I,
.,
*  Have a problem coordinating,
|  your ideas or computing the proper,
!am ount of materials needed? Please,
"1 stop in, we are always happy to assist",
you in solving a remodeling problem!,
t,
Lewisburg,
BUILDERS SUPPLY Co.,
"Rta. 15 ft Hafor Road, Lowisburg",
Mon. thru Thura. ft Sat. 7-5:30,
Friday 7 A.M. to 1P.M.,
FR EE,--
FREE,
D ELIV ER Y,
vPS33>1248,
