heading,content
have,a
function,to
"perform,",
but,
neither,
should,
think,its jol)
too,
important,to
be,
discussed,
by,
the,
other.,
_,
Off,
The,
Editorial,
Cuff,
The,
"""boys""",
on,
fourth,
and,fifth floor
East,
College,
have,
been,
having,a
dandy,
time,
thn.wing,
milk,Ix.ttles
out,
of,
their,
windows,t..
the,
driveway,
behind,
the,
building,
lately.,If
they,
don,t .stop s....n. their
coun.scllors,
should,be
given,
the,
power,t<.
change,
baby's,
formula.,
More,
telephones,
for,
women's,
dorms,
seems,
to,
be,
a,
topic,of
conversation,
around,
the,
campus.,
A,
few,
petitions,to
the,
admin-,istration might
be,of
some,
constructive,
value,if
only,
someone,or
some,
group,
would,start
the,ball rolling.
The,
Thundering,
Herd,
got,a
big,
laugh,
out,of
one,
picture,of
the,
Temple,
game,
showing,
Templar,
rooters,
gleetully,
throwing,toilet
paper,rolls
into,
the,
sky.,
Maybe,
we,
started,
something,at
the,
NYU,
game.,", , , * *"
To,
those,
who,
were,
disappointed,
with,
the,
poor,
showing,at
the,
pre-Templc,
pep,rally
we,
can,
only,
say,
that,
our,
students,
lack,
only,
a,
forceful,
leader,
(or,
group,
of,
leaders),to
stage,a
successful,
rally.,^ ^
One,
"""n..n-necker""",
trippe.l,
and,fell
on,
the,
brick,
Hunt,
Hall,
steps,
a,
few,
nights,
ago.,.\
well,
placed,
light,
there,
might,
pass,
safety,
"regulation.""",
jv.rch,light-.
ON,
OTHER,
CAMPUSES,
1,Hartford.
C<<nn.-CI.,
I>.)-The,"probability of ""convuI-.-ive changes'' for Trinity College cau.sed by the fC^Jiean war are foreseen by Pi^ifidcnt"
G.,"h.eith FuiHton in hiH annual report, pablished recently. President Funslon reiter- ated his belief that 'the natL.n mu.rt introduce a program of univer.^al military liaining before it will be adequately prepared."" He also reported that the academic work of students on this"
campus,rose to the hiKhest level on record in 1949->>0 and that academic mortafity was re- duced. The all-colfe'Ke average increased
from,"75.9 to 77.41, exceeding the previous all-time high of 7fi.6 achieved in 1940-47 at the peak of veteran en- .ailment. Only 10"
men,were iec|uired to
withdraw,from college
m,lyoO aa
compared,"with 24 in 1949 and 42 in 1948, he added. Kspecially notable, President Funston said, was the fact that for thv first time on record the average of all fraternity men was better than that of non- f-aternitv"
men.,Gratifying al.so was the
improvement,in the
freshman,aver- age from 73.6 to
75.1.,Fifteen percent of the student body had
a,Dean 8 lut average of eighty-five and only ten percent failed in one or more of their five courses.
"""Major","factor"" in the"
improved,">>chola.stic results, he pointed out, waa adoption of delayed lu.-hing until the sophomore year by fraternities."
A,more strict academic qualification for
pledgmg,"resulted in only three freshmen forced to withdraw in June, and only five on piofafttion-figures without prece- dent. * * * * * Carbondale."
III.--,"(I. P.) The achievements of the Student Council at S)uthern Illinois University are already outstanrfinK. and if the present trend ' continues, the council will undoubtedly rank anions the most efficient ever re- odxled. Thus far  the pre.sent Student Council has been instrumental in sUrting ,i svstem whereby the student may buy a $7.50 meal ticket at the student cafe- '.eria for only"
$5.,"In conjunction with the Dean of Men's office, they have sponsored an informative discussional meeting preaidmt over by representa- tives of the armed forces. The meeting was held to give as"
much,information 1- possible to students of draft age. Other plans of the Student Council include a Career Conference to be held I'tbruary 7 and
8.,".\t this conference, key figures in various industries and professions will present facts concerning job opportunities in each field of en- (Iravor."
They,
were,
having,
just,
one,
more,at
the,
bar,
when,
an,
old,"friend,"
previously,
quite,
"normal,",
came,
through,the
"door,",
walked,
up,
the,
"wall,",
across,
the,"ceiling,"
down,
the,
other,
wall,
and,
disappeared,
out,
the,
door.,
There,
was,a
moment,of
stunned,"silence,"
"then,",
"""What",in
the,
world's,the
matter,
with,
that,
"guy?""",
"""Yeah,",
he,
didn't,
even,
speak,to
"us.""",
Kitty,
Kat,
CALENDAR,
of,
EVENTS,
^,12:00 p.m. 4:.30 p.m. 4:30 p.m. 4:30 p.m. 4::}0 p.m. 6:00 pnu 6:45 p.m. 6:45 p.m. 7:00 p.m. 7:00 p.m. 7:<>0 p.m. 8:00 p.m. 8:00 p.m.
THIRSDAY.,
NOVEMBER,16 .Mid-Day Meditations
Hunt,llec. K.xecutive Meeting
NAACP,Soc. Sci. 4 Cap and
Dagger,
Make-up,Class
BU,Hall Moberly Study ( Engr. Div.) Moberly Study (Soc. Sci. Div.) Church Relation
Comm.,
--,
C.,
A.,
Women's,Glee Club String Orchestra Rehearsal Men's Glee Club I'.and I'eheaisal
W.,
A.,
A.,.Meeting
MoWrly,Study ( Humanitie.s Div.) Lit. Lih. West Branch
Stamp,Club Meeting Ut.
Lounge,Engr. Ija ... Bison Ix>unge
MDH,
BU,Hall .... Music
Annex,Lit. Aud. Band
Room,
Commuters,Rm.
Then,
thev,
could,
do,
away,
w,ith
those,
glaring,12:00 p.m. 4:30 p.m. 4:30 p.m.
Stie,
SuckuFllian,
OFFICIAL,
STUDENT,
PUBLICATION,
OF,
BUCKNELL,
UNIVERSITY,
LEWISBURG.,
PENNA.,
Established,
1897,J.\(
K,
WILLIAMS,'31 52 '51
EDITOR,
BUSINESS,
MANAGER,
WILLIAM,
HENKELMAN,
MANAGING,
EDITOR,
l>ON,
MlRDAUliH,Asaistanl
Mitor,
Mary,Jane Riley '51
News,
Witor,
Harry,Staley 52 Sports F^ilor Clyde
McAvoy,'51 Assistant
News,Editors Betty Hill *32 Consulting Editor Ilelber Rohin.son '52
Dave,
Kahn,
A,.%dv.
Mgr,Barbara Kaiser Society Editor Molly
Wwards,
Exchange,Editor Bobbie
Roemer,Chief Reporter
Mary,
Ann,Frit/
Photography,Editor ... (.ordon <;reent' Cirruiation
Mgr,
Marion,Bucher Features F>ditor .... Robert
Woolhouse,"( arttMini.st !'>>"" Sander^ (;irls Sports Joan .Morris i:()0 p.m."
NEWS,
STAFF,
--,Bill Bellamy. Don Kay. Mollie Brown. Jackie LonK. ' Jao
Bergman.,Ralph Waite. Chet Leach.
Thorny,"Rice. Helen Red- field. lk>bbie Bleether, .^ally Spencer."
Don,Raphael.
SPORTS,
.STAFF,
--,
Harvey,.Sheirr.
Chuck,Rogers.
Terry,"Hill. Bob Hunter, Jack (iamble. Joan Morris. Jim Douglas. Jack Schultis. CraiK Hall, and Paul (ianz."
CUB,
REPORTERS,
--,Jim Gregg. Jack (;amble.
Chuck,"Rogers. Bill Foulk, Dick Minton. Claudette Kempler. Connie Tenrich. Elaine"
Vouyoukas.,Jill Kreibel.
June,
Hoffman.,Bobbie Maurer. Ixiuise Fowle.
Marilyn,
Hanna.,
Sue,Joos.
Joan,
Herrmann.,
Mary,"Jane Rhodes,"
Malcolm,"Maccubbin, Joan Schlitzberg."
BUSINESS,
STAFF--,Pat Kunkle.
Jayne,"Lange, Betts Houser. Bee"
Gee,"Myers, Frannie"
I^her.,"Jan ( lapp,"
Marion,"Bucher, Jackie"
Thompson.,
Ann,"Buzwell, Lois I>ehr. Newell Robb."
Audrey,"Nico- dcmnus, Shirley Redinger. Barbara Levin. Beverly"
Newcomb.,
RADIO,
SFXTION,
--,"Editor,"
Barbara,Fiedler;
Program,Editor.
PegRy,Deardorf;
Newscast,Staff.
Joan,"Morris, Bette"
MacDon.,"aid, I/Ju Ihorne. Sally Spenser, Libby Walker."
MEMBER,
OF,
INTERCOLLEGIATE,
PRF.SS,Member
f^ssocioiod,
GoUebtnlo,
Press,DiMributor of # tPI>>t<<<<MT10 rom H<<TION<<L >>OV<<>>TlWM<< >>>>
National,
Advertising,
"Service,",
Inc.,Collfur Puhliiheri RrpresenUtivt 420 MAOiaoN
Awt,New YoitK
N.Y.,CM.ciiej # Boi'o>> * Loi Anotiti * >><<# r<<>><<ci>>eo
FRIDAY.,
NOVEMBER,17
Mid-Day,Meditations
Hunt,
IW.,Soccer --
Delaware,.Xwuy
Kappa,Chi
Lambda,Meeting Dr. Bond's
Home,Cap and
Dagger,.Make-up Cla.^s B^' Hall 7-9:01) p.m. Hilltop Theater (Murder's
Among,U>>) Lit. Aud. 8:15 p.m. Cap and
Dagger,Play Lewi.iburg
H.,
S.,
SATURDAY.,
NOVEMBER,18 y-12 n.-- 2-5 p.m. Pre-legal
Examinations,
BU,Hall
Basement,Afternoon.
W.,
A.,
A.,
Hockey,
Day,
Hunt,
Rec.--,Tustin
Gym,Varsity
Football--,
Delaware,
Away,Broadcast
WVIU,8:15 p.m. Cup and
Dagger,Play
L.,
H.,
S.,8:r;0 p.m. Phi
lambda,Theta Pledge Dance 9:00 p.m. Phi
Kappa,!'<<<! Pledge Darce 9:00 p.m.
Kappa,
Sigma,Pledge Dance
SUNDAY.,
NOVEMBER,19 10:00 a.m.
Newman,Club Conim. Breakfast Sacred Heart Chapel 9::J0 a.m. 9:30 Class *
Hunt,B<<-. lC:nO-10:40 a.m. Church Sen-ice.s .S-.j:O0 pjn. Phi .Mu Patrone.^.ses Tea
Hunt,Liv. Eoori Church Fellowship
Groups,
MONDAY.,
NOVEMBER,20
Mid-Day,Meditations
Hunt,Rtv. Senate Meeting
Hunt,Lib.
B.,
U.,Debating Club Meeting Lit 111 Chapel Choir Rehearsal Music
Annex,Women'.s Glee Club i'^' Ha''
Symphony,Orchestra Rehearsal - Music Annex Men'.-; Glee Club Lit. \ud.
Modern,Dance Tustin
Gym,Alpha Chi
Sigma,Meeting -- ** Hiigr. 22 <
NAACP,Meeting
Hunt,Rer.
Cinema,Club (The Navigator) Lit. Aud.
TUF^DAY.,
NOVEMBER,21
Mid-Day,Meditation.s Hunt Rec Panhellenic
Meeting,Hunt Lib. Chapel Choir Rehearsal
--,
BU,Hall
Campus,Club Hunt Liv.
Room,
Sigma,Xi Meeting Lit. Lounge
WEDNESDAY.,
NOVEMBER,22
Thanksgiving,Recess Begins Social Responsibility
Comm,#r\\ a.m. Moberly Study (Lit. and
Language),Moberly Study (Soc.'SC. Div.) l::00 p.m. 4:30 p.m. 4:.% p.m. 4:30 pan. 6:45 p.m. (5:45 p.m. 7:l;C p.m. 7:0C p.m. 7:00 p.m. 7:01/ p.m. 8:.10 p.m. 12:00 p.m. 4::)0 p.m. 4:3C p.m. 8:00 p.m. S:()0 p.m. 11:00 a.m. 1:00 p.m. p.m. p.m.
"^^,^,(,(,C,(,(,(X>>C>>K>>)(K<<<<<<^^(^(<<'^^",
Letters,
to,
the,
Editor,Are you one of those students whose knees turn to water
when,"you're on your way to a ""policed"""
exam?,
Have,you ever been disgusted
when,"your professor acts as if he expects you to cheat, and. consequently, watches you like a hawk every time you raise your eyes from your paper? Or have you ever been burned up when you Mudied all ninht f>>r a test and rereived a low Krade, only to find out that the gang in the back row got their hands on the test beforehand. l<<M>ked up the answers, and came through with flying colors? If your answer is yes to these questions, then we'd like to t>>Ik l<<>> you. You've probably all heard about the Scholastic"
Honor,
System.,In some ><<'h<<>><<ls (his system means that you receive your
exam,"in the mail, set a^ide two hours in the day to take the test, and mail the completed paper back to \mjr profeMsor. Of course, this kind of system is too"
much,"to h>>pe for right away, but we can start from scratch and work up to it gradually. Perhaps some of you have been fortunate enough to tak>>> some e.xam where the professor walk.- in.'hand.s out the exams, answers questions and leaves to come and go as he plea.ses. You .settle back in your chair, you gaze around the room without a proctor staring over your shoulder, go out for a"
smoke,"when you feel like it, and leave when you're finished. Pleasant .ian't it? Well, this is the Honor System that we fet-l could and should be installed at Bucknell. Okay, so you say -- Ever since I've been in grade school Ive been"
warned,anainsl
cheating.,"It was always, ""Cover your paper with your hand"", or, ""If 1 see you looking at your neighbor's paper, your test will be thrown away"". KidH of grade sch<<x>l age aren't too sure of the"
meanin<<s,"of the word.- ""hon- ei.ly*' and ""'dishonesty"
"""--",but are we children? Another
argument,"immediately conies to your mind,"
namely,
--,If a profes- sor gives a test
I,"feel i.H totally unfair, who can blame me if"
I,
cheat?,Did you t-ver examine yourself to find out if you were to
blame?,Perhaps you only tudied an hour
--,"what do you expect, a"
miracle?,
What,would you think if the professors agreed to put samples of their tests on file in the library so that all students could know what type of questions would be a.-^k.'d and what material would be
stressed?,"They do it at Harvard, so it'.^ possible to do it here. Ma) be you've rationalized about cheatinn with this argument -- Employer* l<<M>>k at grades, so"
I,ha>e to uel them
somehow.,Bui --
employers,also study character references very
carefully.,Professors who will write those refer- ences know who diws their own work and who depends on .someone else to do his sludyinR for
him.,\n emplo\er doesn't want an employee who.se honesty t i.- questionable or who trys to get bv with a bare
minimum,of the work reqyir-
etl.,\ not her a>pect to bv considered is that if an employer
knows,that you
come,from a -rhool which has a Scholastic
Honor,"System, he can be almost positive that the grades you obtained are an indication of yoar own ability, and that the qii.ilities of a sense of responsibility and honesty are ingrained in your character. .Mortar Board and"
ODK,feel that the Scholastic
Honor,System should and can be a part of our Hucknell VVav of Life. Con.setiuently. we are 100' V be- hind the committee of a few interested students and faculty
members,
who,or- ganized about a year ago to investigate the possibilities of setting up an
Honor,' System at Hucknell.
We,also feel that the students should know what has alread> been done ' toward the program. .\t least one professor in each
department,ha-* promised i to try out the Honor
System,"in his tests and rejMirt the results. In addition, the administration has promised to back the s)stem whole-heartedly if indica- tion is shown that the students themselves are ready and willing to accept tb<< nystem. Questionnaires ate being sent to various colleges in an effort to assimilate the necessary information so that different sy.stems can be"
compared,aod a
program,.set up suitable to the size of Buckn^U. We would appreciate it if all of you w<<NikI help us in your hull sessMns in the dorms and houses to get the opinions of
many,people and also to ispread the word around to other
students.,\ public forum will be held in Student Church on
No\embfr,19 when all thoes* interested are requested to
come,"and voice their opinions, good or bad- \Ve also hope that this letter has aroused your thinking to such an extent that you will r^ply in future letters giving your"
comments,about the possibility of installing the
system.,"In this way we can get a san>pling of the Voice of the .""-""tudents, which first, last, and always will determine whether the Scho- h.stic Honor System at Bucknell will succeed or fail. Sincerely, Mortar Board and"
Omicron,Delta
Kappa,
Placement,
Bureau,
News,
INTERNATIONAL,
BU.SINESS,
MACHINES,
CORPORATION--,
A,repre- sentative will interview on
campus,Tuesday.
November,21. February and June seniors in Mechanical dnd Electrical Engineering for research and development work.
Appointments,
may,be
made,at the Placement C)fflce.
ELE(,
IRO,
METALLURGICAL,
DIVISION,
(Union,
Carbide,
&,Carbon
Corp.)--,Representatives will interview
February,"seniors on Thursday, No- vember 30, in Mechanical, Electrical, Civil"
and,
Chemical,
Engineering,and Business
Administration.,"Detailed information and job descriptions are avail- able at the Placement Office. Seniors should .sign for interviews at their raiiiest oonvenieii,''c."
PHILADELPHIA,
ELECTRIC,
CO.MPANY,
--,
A,few openings are still available on the interview schedule for February and June seniors in Mechnni' r.'l and Electrical Engineering fur
Monday.,
November,20. #K I
"THURSDAY,",
NOVEMBER,"16, 1960."
THE,
"BUCKNELLIAN,",
BUCKNELL,
"UNIVERSITY,",
"LEWISBURG,",
PENNA.,
PAGE,
THREE,
Noted,
Author,
And,
Pastor,
To,
Speak,
At,
Chapel,
Service,Dr.
Joseph,Siz<>>^ president of the
New,
Brunswick,
Theological,"Semin- ary, will be"
the,
guest,
speaker,at chape! on
"Wednesday,",
November,29.
A,graduate of
Hope,"College, he re ceived his theological training from the"
Seminary,where he is
now,presi- dent. For twelve years. Dr. Sizoo was minister of the historic New York
Avenue,"Presbyterian Church in Wash- ington, D."
C.,He then served as min- ister of the Collegiate
Church,of St. Nicholas in
New,
York,
for,eleven years.
An,"extensive traveller, Dr. Sizoo has preached in"
England,and on the
continent,
and,lectured
under,the
L<<verhulme,
Foundation,in F^ngland. Several years ago Dr. Sizoo wa.s vice president of the Federal Council of Churches and president of the greater
New,
York,Federation
of,Churches. For
many,years he was
Chairman,of the
committee,of
Army,
and,
Navy,Chaplains of the Federal Council of Churches of Christ in America.
The,guest
speaker,is the author
of,
"""Preaching",
"Una.shamed"",","""Not"
"Alone""",
and,
"""Make",Life
Worth,"Liv- ing"", and has contributed to several periodicals."
He,"ha.s done a great deal of radio preaching, is"
Grand,Chaplain of the
Masons,of
New,
York,and is Trustee of the
American,University in Cairo.
Protestant,
Unification,
Discussed,
By,
Doctor,
Bond,
"""A",Functional Unification of Pro testant
"Churches""",
was,discus.sed un- der the direction of Doctor Chailes
Bond,at the
meeting,of
Kappa,"(""hi"
Lambda,
last,"P''riday,"
according,to group president
Wayne,"Moyer. Doctor Bond said  that a convention is being held to form  ""The Churches of Christ in"
"America"".",This organi- zation's purpose will be to unite the churches on such matters as mission- ary work
and,
Christian,F^ducation. This
group,will be
similar,
to,"tho World Federation tif Churches. ""Christian Celebrations"" will be the subject for discussion at tomorrow's"
meeting.,
A,Carol -sing is planned for
December,and also other interesting events in the near future.
Demies,
Become,
D,
Us,
Burma-Bucknell,
Weekend,
Regarded,
As,
Peace,
Move,
by,Bill
Bellamy,
The,third
annual,
Burma-Bucknell,
weekend,
was,
hailed,as
another,step on the
road,to
world,
understanding,
by,the
eighteen,
guests,of the
C,A.'s
World,
Relatedness,
Commission.,
"""""""""""^",' ~ o Last
weekend's,
busy,two-day con- ference  included
a,trip to the Fed-
:,
TEACHERS,STUDY!
|,
:,Eight-week Education courses
\,\ will begin
"Monday,",
November,20.
\,"\ These cour.se.<< include History 220, = : which is necessary for teacher cer- i : tification in Pennsylvania. Prac- \ : teaching also begins on that day."
\,Delta
Sigma,Fraternity will
become,the C9th chapter of Delta I'psilon International Fraternity this Sat- urday when the official installation will be held. Pictured above are
memb.-rs,of (he present active chapter and pledges
who,will
become,I). U.'s this weekend.
WANTED--,
A,ride to
N.  Y.,
C.,"or vi cinity, Friday,"
November,17. Plea.se rail .1 .i-
M.,"111-. I.r.Ai-hii'i;- .', ]:V2'W"
CASTNER,
IS,
ELECTED,
PRESIDENT,
OF,
NEW,
ELEMENTARY,
ED,
CLUB,by Carolyn
Hanson,Ruth Castner was elected president
and,
Barbara,
Cunningham,secretary- treasurer of the
Elementary,"Vldwa tion Club, a group organized this fall for students in this field, at the in- itial meeting recently. It was also decided at the organi- zational meeting to"
plan,
to,bring guest
speakers,to talk
on,subjects dealing
with,"progressive education, teaching methods, teaching problems, job placement and similai topics."
The,idea for this recently-organized
group,originated in the Elementary
Education,classes of instruction and was the result of the sincere desire of the students
and,
Doctor,
Yorke,to have such a group activity for deal- ing with topics pertinent to the field of education foi the
youngsters,of today. At a
meeting,
this,"week, Docto.- Millward, Doctor Sauvain and Doctor Beatty presented their views on ""pro- gressive education""."
The,talks were followed
by,discussion and <|uestions from the floor.
Membership,in this group is grow- ing rapidly but is still open to all who are interested.
NEW,
BUDGET,
CARDS,
:,
Freshmen,
and,
other,
new,stu-
\,\ dents
may,
exchange,their tempor-
I,
I,ary activities cards for
permanent,: : ones
tomorrow,(Friday) from 9 a. i : m. until 12 noon and from 1:00 to = : 3:30 p. m. and from 9 a. m. unti'
\,"\ noon on Saturday, according to an :"
I,
announcement,from the Registrar'.* : : office. The cards will be given out = : in the basement of Roberts Hall. :
Hilltop,
Features,
German,
Film,
Of,
Post-War,
Period,
WANTED,--
A,"ride to New York,"
"Newark,","or vicinity for Nov. 17th. '',#1"" l'_'o<'."
-MURDERERS,
AMONG,
"US,",a psy- chological film
drama,
of,post-war
"Germany,",will
be,
presented,
at,the
HILLTOP,on Friday at 7:00 and IhOO p. m.
The,film offers a penetrating an- alysis of the conflicts in the minds of the
(Jerman,people as they
emergo,"from the chaos of war, and is the fir>t picture to bring to the screen the at- titudes of the"
German,"people towards each other, and towards the question of morality in the post-war world. Filmed in the Soviet sector of Ber- lin, it is nobody's"
propaganda.,"It is a .""imple, yet graphic picture of lif>? in the rubble of Berlin, painted by the people who actually live in it. On tho ruin-strewn"
background,"rises a pecu- liaily affecting love story that gains bv -;""i(li(l ,^111 1 iiundincrs."
BUCKNELL,
IS,
INVITED,
TO,
PARTICIPATE,
IN,
'51,
BRIDGE,
TOURNEY,
Early,
C&D,
Play,
Produced,
Severe,
Mental,
Distress,"by Helen Redfleld As far hack as iecord> show, ('31),"
Cap,and
Dagger,has been producing plays which
have,
had,considerable appeal for  the student body.
"""The",Trial of
Mary,
"Dugan""",was such a hit on
campus,in '31 that the Notice was received last week that
I,production was held over for a repeat Bucknell is one of he more than 300
|,Pt'rformance two weeks after the first colleges and universities invited to
performance,participate in the 1951 National In- tercollegiate  Bridge
Tournament.,
.AH,
undergraduate,
students,are eligible to
compete,for the title and
trophy,ill
the,
duplicate,"Contract Bridge event. Following preliminary rounds which will be played by mail at all partici- pating colleges and universities, six- teen pairs will be chosen to meet for the finals at the Blackstone Hotel in Chicago on April 20 and 21, with all expenses paid by the"
tournament,Times
Have,
Changed,
"""New","adventures, like the ""Trial of"
Mary,"Dugan', make life worth the liv- ing. And"
when,"collegians,"
whom,"general opinion supposes ignorant of the more dramatic facts of life, (how times have"
changed?),
can,displav such intense emotion as did the har- as.-ied
members,"of last night's cast, that is distinctly an adventure to mar- vel at."""
As,"a matter of fact, the harassed actors presented such an intensely committee. (The country has been ; ''m'^tional performance that three of divided into eight zones, and two pairs the leads were confined to the infirm- fioin t>ach zone will qualify for tho finals)."
Open,duplicate
games,will be held here weekly for tho.se who wish to : aiy delaying the repeat performance. 3 Suffer
Breakdowns,"I "".So great wa.- the strain, and so intense the emotional tension the roll enter the"
ournament,and others
who,"1 of ""Jimmy"" Dugan called for, tha enjov the"
ganie.,"'^'^^"" forsht suffered a"
breakdown,"fol- All interested students sh-.uld con- '""^'""K ^^^<< performance Thursday tact Mrs. Blair at Walke."
Hou.se.,", ^'<<^^-"
"""^","''<<*'' ^'""nfin^i to bed and"
",,",was not allowed to continue hi s worl;
LOST--,
A,
pink,
and,
gray,plaid urn- i until
"yesterday.""",
(Take,"heed, you luella, probably in the vicinity of 1 thespians, you wouldn't want to mis- the Lit"
Building.,
Contact,
Ruth,yf>ur classes!)
Two,other
member-,".Anderson. .#3rd Harris,"
.5-13400.,of he cast also suffered
"""breakdowns""",
WANTED,
--,"2, rides to Chester and i due to the ""intensity"" of their roles."
"Swarlhmore,",
"Wednesday,","November '^^^ '#^P<<<<t performance of this very eral Penitentiary, a banc)uet, a"
Round,
Table,
on,"Building Bridge.s between the hl&at and West, sightseeng tours, and informal talks between the  Bur- mest guests and students and faculty."
Speaking,at the
banquet,Saturday
night.,
Dean,
William,
H.,
Coleman,"urged tho.se present to build ""bridgea of understanding"""
between,all the peoples of the East and W'est.
U.SA,.Sincere Another .speaker at the dinner held in the
Women's,Dining Hall
was,"Dr. Lo Kay, president of University Col- lege, Mandalay,"
who,
said,
that,the
Burmese,
government,is convinced of
America's,sincerity
and,
support,"ui ca.se of a crisis with Red China. In the main address of the evening, Oliver"
J.,Caldwell of the Stete De- partment challenged the faculty to educate students to be world citizens.
He,also suggested a
course,
on,the Far East. PoHsible Split
At,
the,
Sunday,
morning,Round
Table,"Di.scussion,"
the,
Burmese,and
American,
speakers,
said,
that,two principle gulfs that
ma,y
exist,or exist between
Burma,and the United States are the assumption that
Burma,
may,"go communistic, and the possible belief"
by,the
Burmese,that
America,is imperialistic. Professor
U,"Ba, director of Teacher Training College, University of Ran- goon, minimized the"
danger,"of com- munism in his country, and said that"
America,should be
more,"careful in handing out aid in the Far East. 22, at 5:30 m. Call 4891"
TIP-OFF,
WITH,
MacGREGOR,
-,
GOLDSMITH,
and,
SPAULDINQ,
BASKETBALL,
EQUIPMENT,
FROM,
DONEHOWER'S,popular play was given in the Court
House,in order that those
who,were turned away from the initial perform- ance (at least 100 1 might be given a
I,"chance to see the play. ( We may i hope that ""Ah, Wilderness"" will be"
I,"even more successful, without an en- * suing"
breakdown,of cast members). i
LOST--,One automatic four color pen- I cil. Please return to Lost and
B.,
U.,
Grad,
Named,
To,Fill
Important,
Post,
In,
N.Y.,
Department,
Of,
Health,
Walter,
F.,
Hopper,"Jr., a gr.iduui*' of the Class of 1932. has been natot^d to an important po.st in the Office of Per>onnel Administration,"
New,York State
Department,of Health in Al- bany. His new position is that of person- nel administrator in the classification and evaluation section of the Office of
Personnel,
Administration.,
Hopper,has been doing graduate work in pub- lic administration
at,"the Maxwell Graduate .School, Syracuse University."
WANTED,
TO,
BUY--,
Used,"play-pen. '##(11 Mr. H""""kHr. 157!t>>^."
LENTZ,
PHARMACY,
Prescriptiona,
Magazines,
Toilet,Articles 202
Market,
St.,
"Lewisburg,",Pa.
"LEWISBURG,",
PA.,
UNIFORMS,
^,
\1,
"BRIGHT,",
RAYON-COTTON,
SlrtVE'FSS,
BASKETS,
All,
"JERSEYS,",
WITHOUT,
NJMIRALS,
OR,
lEVftRING,
$180,
Each,
BASKETBALLS-,
$1255,
SPECIAL,
ON,
X-9L,
GOLDSMITH,
BASKETBAUS,
GOOD   UNTIL,
PRESENT,
STOCK,
IS,
SOLD,
OUT,
Regular,I'rice
SI9.85,
ATHLETIC,
JACKETS-,
Set-In,
"Pockets,",
Snap,
Fasteners,
or,
Button,
Front.,
Kasha,
Lined.,
All,
Standard,
Athletic,
Color,
Com-,binations. Priced
in,
Solid,
"Colors,",
Sotin,
$9.00,
Each;,
Tackle,
Twill,
$11.85,
Eadi.,
"""""-JSU.",
MARTIN'S,
House,
of,
Flowers,
Market,
Street,at
Reading,
Railroad,
Phone--,
5-2521,
Choice,
Corsages,
at,
Reasonable,
Prices,
l,
Flowers,
Telegraphed,
Palms,
Anywhere,
For,
Rent,
SS3<<X?<<X%JIC%XXXXX<<%XV%%XXX%%XXX%%XXXXXX^XXX%XX^PSWPSXXX3<<,fr^i*T.''
CONVERSE,
AllSTAR,
BASKETBALL,
SHOES,
White,
or,
Klack,
$650,
p...,
SSMjh,
V,
"Lustrous,",
Satin,
Basketball,
Pants,
Made,
On,
Collegiate,
Pattern,
with,
Hip,
"Pads,",
Short,
Belt,
and,
Metal,
Buckle.,
Braid,
on,
Sides.,
Priced,
At,
tiyQ,'air
Basketball,
Goal,
Ring,
and,
Net,
Compete,
ot,
"$195K>>,h",
DONEHOWER'S,
424-426,
Market,
St.,
SPORTING,
GOODS,
"i.wi.b,,r,,",
p..,
V^E,
HAVE,
^^^1.,
.V.VO..,
^ON,
^OUR,
OS!,
r,
KEELER'S,
The,
University,
Bookstore,^#####MH*
i,
m-,
#'*^,V.ij^il^ i^^tmuu
PAGE,
FOUR,
THE,
"BUCKNELUAN,",
BUCKNELL,
"UNrVERSIty,",
"LEWISBURO,",
PENNA.,
"THUnSDAY,",
NOVEiinER,"lo*. 1950,"
"THURSDAY,",
NOVEMBER,"10, 1950."
THE,
"BUCKNELUAN,",
BUCKNELL,
"UNIVERSITY,",
"LEWISBURG,",
PENNA.,
PAGE,
FIVI,
COVT,
LOOK,
NOW,
BUT,
THE,
GANG'S,
ALL,
HERE--,The Bisons*
Meyers,steams
down,the middle for anoth:-: first
down,as
Templemen,McGet- (8.<). I'aludi (.w). and Charters (jIS) prepare lo stop the daniane.
I,iJ GFi I
HIS,0.\ : seems to be the ide.: in l!ie .nind of IJob Albert a> i>>e prepares to lay on*- ol nis dt-sastaluii lloiks on the per*<<>>n of
Temples,Ed
I,harters. Burt lalmaye was carrying the mail on this
trip.,
*Shoe*,
Victory,
Rates,
Raves,
From,
Sports,
Writers,
Of,
New,
York,
And,
Philly,
Papers,
by,
Bob,
Hunter,
Yes.,it
was,
a,
great,
triumph,
for,
the,
Thundering,
Herd,
last,
week-,"end, the"
memory,
of,
which,
will,
stay,
around,
for,
quite,
a,while.
The,
decisive,
manner,
in,
which,
the,
Bisons,
captured,
the,
"""Old",
"Shoe""",
was,a
stunning,
surprise,to all
sports,
observers.,BiK I:i recDKnition
of,"Bucknell's team, let's take a look at what a few *of the big city"
newspapers,had to say iibaut the Kante.
"""Bucknell",
SeUs,
Back,Te m p 1 o
"Eleven""",
and,
"""Bucknell",Overwhelm.*
Temple,in
"Upset""",were the headlines
above,the
writeups,in the
two,well
known,
New,"York papers, ""The"
"Tjmes""",
and,
"""The",
Herald,
"Tribune"",",respec- tively. Thev both
went,"on to des- ciib- the ""0*d Shoe"" tradition, while"
"""The","Time.-"" also gave a brief story of the contest itself."
TuniinR,
