heading,content
<*ROOS,At th e M e d ic a l C en ter P h a rm ac y
POLLS',
jSROOKS,
aSK5.,
Saucony,COME IN or CALL for EXPERT HELP with ALL your running or walking needs!
Downtown Sunbury,2 86 -6 711 10% Discount with Student ID!
DOMINO'S,
PIZZA,
DELIVERS,
524-9000,
99e six pack,Diet Coke / Coca-Cola Classic get a six pack of coke for 99c when you purchase any pizza. one coupon per pizza. customer pays sales tax and bottle deposit where applicable. Expires: 11/8/90 Bucknellian Limited delivery area to ensure safety. Drivers carry less than $20.
$,
1,
<<,
oo,
OFF,get $1.00 off any size pizza. one coupon per pizza. customer pays sales tax where applicable. Expires: 11/8/90 Bucknellian Limited delivery area to ensure safety. Drivers carry less than $20.
FRATERNITY ROW,
Fantastic Greek apparel,
Free Catalog:,
(215) 248-3540,"B est F lin r tr fl|<< jm ftn  C a m n n c t Is your fraternity, sorority or club interested in earning $500 to $1000 for a one week, on cam pus m arketing pro ject? You must be well organized and hard working. Call K im  J. at 800/592-2121."
Professional,Cleaning Services
"Cleaning homes,",
"apartments, frats, etc.",
Free Estimates.,7 4 2 -7 9 7 8
Congress limits,
secret budget,"President Bush's power to spend funds on classified military programs faces new restrictions included in the 1991 military spending bill passed by Congress last week. The struggle between the Bush administration and Congress focused on the ""black budget"" of more than $35 billion hidden within the military spending bill. The secret budget provides money for secret weapons systems and intelligence activities. Congress in the past has attached classified reports to mili tary appropriations saying how the money should be spent. In the past the Bush administration has regarded these reports as expres sions of Congressional will rather than law. According to the new bill, Congressional restrictions are now legally binding, and Congress can monitor compliance through committees. The classified budget for foriegn intelligence and weapons in 1989 was $36 billion, more than the budg ets of the departments of Education, Labor, Transportation, or Veterans Affairs."
Shuttle fuel leak,
corrected,"The space shuttle fleet was described as ""leak-free"" and able to fly after the shuttle Columbia passed a test showing no excessive hydrogen leak during refueling. 'The team has found and fixed the problem and we can pro ceed with plans to launch Colum bia,"" said Robert Sleek, the Ken nedy Space Center's launching director. During the refueling of Columbia's large external tank a small amount of hydrogen leaked into the engine compartment, but officials said it was within accepta ble limits."
UAW-Chrysler,
reach accord,"The United Auto Workers and the Chrysler Corporation said this week that they had reached a tentative contract agreement. Both sides failed to disclose the contract's specific terms, but Own Bieber, UAW president, said that ""we are delighted that we have achieved"" a settlement patterned after those reached with the Ford Motor Company and the General Motors Corporation. The tentative agreement removed the prospect of a strike by Chrysler's 67,000 workers, a possi bility that appeared more likely as negotiations drew to a union- imposed deadline set Monday. Chrysler executives had said that they could not afford the types of packages that were reached with Ford and GM."
Amazon expert,
speaking at LC,"Thomas Lovejoy, assistant secretary fro external affairs at the Smithsonian Institution, will dis cuss the destruction of the Amazon rain forest and its effects in a free lecture at 7:30 p.m. in the Langone Center. Founder of the public televi sion series, ""Nature,"" Lovejoy has worked in the Amazon of Brazil since 1965, introducing the tech nique of bird banding to the coun try. President of the Srciety for Conservation Biology alia chair of the U.S. Man and Biosphere pro gram, he is a member of the execu- tive committee of the Scientific Committee on Problems of the Environment. The lecture is sponsored by the University Lecture Committee."
Pi Phis hosted,
Nat.conference,"Collegiate members of Pi Beta Phi sorority across the United States and Canada were here at Bucknell teamed up with other stu dents, faculty, administration, and the community to campaign against the abusive use of alcohol during National Collegiate Alcohol Aware ness Week, October 7-13. Pi Beta Phi is committed to building awareness with its colle giate members about alcohol use and abuse through substance abuse programing throughout the year"
Indian leader,
talks on peyote,"Harry Mocassin Top, a mem ber of the Crow tribe and the Native American Church, will give a free lecture on Wednesday, November 7, at 8 p.m. in Coleman Hall, room 102-A. The topic of the talk is ""The Crow Religion: the Peyote Way and the Sun Dance."" The discussion is open to the public. For more information, call 524-1360."
TEACH FOR AMERICAl,
I,
information session,
I,
"Monday, November 5th I",
Langone Center I,
room 241 C & D I,
6:30 p.m.,
I,
Teach For America,
is a I,
national teacher corps of I,
"talented, dedicated I",
individuals from all ethnic I,
backgrounds and academic I,
majors who commit two I,
years to teach in urban and I,
rural areas that have I,
persistent teacher shortages. I,
for more information contact Becky Duffy at 523-4322,
I,
"j""wANTED:- EnthuriaslicTncTividud~(^^t^enrorganiza-""!",
", tion to promote Spring Break destinations for 1991 Earn1",j
"commissions, free trips and valuable work experience",
I,
i,
APPLY,
NOW!,'
i,
1,
dent Travel Service at 1-800-265-1799,
',
ATTENTION: Excellent,
income for home,
assembly work.,
Call: (504)646-1700,
_____,
Dept. P7131,*
PJ,"November 2, 1990 The Bucknellian page 7 S illllllM"
WEEEmm,
WEEMEEEmAEm,
How admissions attempts to,
increase geographic diversity,"By David Soli Staff Writer According to U.S. News and World Report, Bucknell is ranked thisrty-sixth out of 141 Liberal Arts universities in the country. This rat ing upset a lot of people on cam pus. One can be sure, however, that the Admissions office is smiling. Bucknell is now seen as a national university, whereas a few years back it was generally seen as a regional institution. This change is, to some degree, a testament to Bucknell's expansion beyond its core student base of New York, New Jersey, and Pennsylvania. Though Buckncll's efforts to increase geographic diversity are yielding some results, the basic makeup of the student body has not changed significantly over the past few years. In addition, Bucknell is likely to encounter increased diffi culty in attracting students from outside the East Coast as the num ber of applications will likely decrease due to demographic factors. James Stanton '51 com mented about Bucknell in his day, ""Almost everybody came from New York, New Jersey, and Penn sylvania. As an Ohioan I was a rar ity."" Only 9% of the class of 1951 came from outside of the East Coast. Things haven't changed sig nificantly; two thirds of the Fresh man class comes from either NY, NJ, or PA. It seems that these states will forever constitute the core of Bucknell's student body if recent figures are any indication. Ironically enough, with all the talk of increasing geographic"
5\.Cumni,
Profites,By Stephanie Cohen Staff Writer
u,"Courtesy of L'agenda 7 9 Name: Steven Bass '79 Born: February 27,1957 in Atlantic City, NJ Occupation: Director of National Corporate Support for PBS; internal consultant who gets television programs funded. Major at Bucknell: Economics/music Accomplishment you're proudest of: At the end of November, a special Public Broadcasting Systems advertising section will be published in New York magazine. It is one of my biggest projects this year. First job: WHA-TV in Madison, Wisconsin. Among other things I did on-air fundraising for this PBS station. Secret vice: Sneaking away to go sailing and to play tennis. What three words describe you best: Witty, intense, caring. Dream vacation: Going to a remote island for a couple of weeks to sail and to SCUBA dive, or going to Steamboat Springs, Colo rado, and skiing. What you'd like to get around to doing one of these days: Apply myself and write a book or get a PhD-but who has time for that? Things you can do without: Telemarketing phone calls and junk mail. Person (dead or alive) you'd most like to have dinner with: My grandfather who died when I was five. Movie you could see anytime: Being There with Peter Sellers. Three things that can always be found in your refrigerator: Milk, orange juice, and cat food. Bucknell's best-kept secret: When I was there it was the quality of the performing arts series and the high number of non-Greek related campus activities. Fet peeve about Bucknell: I thought there could have been more diversity in the student body. People may be surprised to know: I married a woman named Sara Traut; I have a musical background."
LITTLE ITALY,Pizza specials every week! Tues: Lg pizza $4.99 Wed: 1 free topping with any pizza Sun: Lg Sicilian $5.95
FREE DELIVERY,
PHONE # 523-7806,
50 N. DERR DR.,Serving full menus:
*PIZZAS,
*DINNERS,
*SALAD,*SUBS-hot & cold
*SIDE ORDERS,
'Earth n 'Vine,
Just opened at 'Broof^parf^ farm,
$ 2  45 <West,Sitfand dried flower aarrangements !Handcrafted wreaths and unique gifts from Qtrmany 'Bargain prices on fabric and bedding
Wreaths and arrangements made to order,
iVh523-0050,"diversity here at Bucknell, the class of '94 is actually less ""geographi cally diverse"" than the class of '92. 16% of the class of '92 comes from outside the East Coast while only 12% of the current Freshman class resides outside of the East Coast. The class of '93 fares comparably with the class of '94 hovering around the 12% mark. According to Dick Skelton, former Director of Admissions, these numbers shouldn't be all that surprising. He notes, 'The effort to increase geographic diversity at Bucknell will take ten to twelve years to reveal itself."" When asked by a fellow Admissions officer how Bucknell was able to attract 11 Cal ifornians this year, he responded that Bucknell had worked the area for years and that the gains were just starting to reveal themselves. In an effort to increase repre sentation from outside the East Coast, an admissions officer spends a week on the West Coast and in the Midwest visiting high . ..... schools and giving presentations at college fairs. For the most part however, said Skelton, geographic diversity is increased primarily through word of mouth. Notes Skelton,"" When a student comes to Bucknell and has a good experience and tells the peo ple back home, that is the best advertisement Bucknell can get."" Though increasing geographic diversity is a goal of the Admis sions staff, they refuse to compro mise the normal admissions stan dards to do so. For instance, 60% of Pennsylvania applicants were accepted this year while only 51% of the applicants from the North Central region (the Midwest) were accepted. Usually however, the acceptance rate for regions outside the East Coast is higher than for Pennsylvania. This can most likely be attributed to Bucknell's reputa tion in Pennsylvania, whereas gen erally only top-notch students have heard of Bucknell outside the East Coast. In addition, noted Skelton, more Pennsylvania students tend to be committed to Bucknell as their first choice and thus remain on the waiting list from which a great number of students were taken this year. There are, however, miscon ceptions that must be addressed in assessing geographic diversity at Bucknell. Skelton commented that it isn't so much geographic diver sity that attracts the admissions office to a student, but rather the diversity of experiences that a stu dent brings to Bucknell. What the applicant did has more impact than where they did it. The Admissions _ _ _ _ _ staff tries to, in Skel ton's words, ""go with the person who is least rep resented here."" Aca- #"" demic abili ties still remain the predominant factor in deciding whether to admit an appli cant Though diversity is encour aged, the Admissions staff uses no quotas of any sort So what does it all mean? Geographic diversity is increasing over the long run, albeit very slowly. Only 10% of the class of '85 came from outside the East, whereas this number rose to only 12% with the class of '94. Perhaps if Bucknell gains a spot on the top 25 list of National Liberal Arts col leges, its geographic diversity will be enhanced."
"""The effort to increase",
geographic diversity at,
Bucknell will take ten to,
twelve yearsto reveal,
"itself.""",
The Collegiate,
Perspective...,
(and other fairy tales),"By Peter Lalos Staff Writer As it is again that time of the year when our campus is graced with the presence of a fresh batch of Bucknell prospec- tives, this week's column is ded icated to raising questions and concerns which those new to the university would like to ask, but never get around to in their orientation sessions. Actually, that's not the real reason at all for this week's column. Truth fully, I just feel like getting stu pid this time around. * Many universities across the nation have an academic pol icy dictating that, if ever your roommate passes away during the school year, you automati cally are given straight A's for that semester. This being the case, if you have a single and commit suicide one day, do you get a 4.0 forever? * Why do all the clueless students choose to shout out the wrong answers in class, while the smart people sit there and whisper the right answer to themselves? * On the whole, Bucknell University boasts one of the most picturesque campuses across the east coast, if not the nation. So what were they think ing when they put up those goofy orange iron sculptures like the one in front of Swartz Hall? Can you say, ""Leftover scrap metal""? * Who says Bucknell doesn't have an honest student body? I accidentally left a day- old copy of The New York Times in the caf coatroom over a week ago, and it's still there. * The other day I saw a message in the academic quad which read, ""Ban all chalk writ ing!"" ... It was written in chalk on the sidewalk. This is geuing out of hand. * Whatever you do, don't think of the fact that we're miss ing out on the services of the real Bison for approximately 1/8 of our collegiate experience (Oops. Just act like I didn't say that). * Does anyone other than myself get the urge to yell, ""Work faster!"" when passing by the construction sites on campus? * Why is it that we cov ered our textbooks to keep them in good condition when we were in high school, and don't in col lege now that we're paying exor bitant prices for them with little chance of a decent refund? What's that all about? * Why do so many people have the annoying habit of com ing up to you and saying, ""Oh man, that pizza sure does look good. Hey, I'll give you a buck for one slice""? I usually opt to give them something else... Like 5 seconds to get the hell out of my face. * When I was home for fall break, my parents asked me what the majority of students at Bucknell major in. I wasn't quite certain. Can you major in ""Moaning and groaning about how awful things are at Bucknell and not giving a second to think about the positive things""? I told my folks that I'd check up on that with the registrar, if I could only find out where they moved that #@!!*%#@!!! office! Darn this institution! ...Now that I've had time to think about it, I think I'll just get stupid every week. It's just so much easier than playing it straight."
M aking sense of the m ail,"By Lisa Llpari Staff Writer Have you ever gotten a pink slip in your mailbox...and the pack age was for your boxmate? Or have you ever had classes all morning and a lab all afternoon, and you fig ured you'd have that important let ter weighed and sent during your lunch hour...and the post office in Marts Hall was closed? We've all experienced frustration at some point when dealing with the postal system here at Bucknell; and while it seems as though the system is at times inefficient, supervisor of mail distribution Art Moser says that this belief is simply not true. Moser claims that the main issue concerning mail distribution is speedy service. Incoming student mail (C-mail) is separated from regular campus mail such as faculty mail (F-mail) and other letters at the main downtown post office in Lewisburg. That student mail is then delivered downhill to the stu dent mailroom in the ELC, and all other mail is delivered uphill to the post office in Marts Hall, where the department and faculty mailboxes are located. The Marts Hall post office operates as a full service post office and provides the same ser vices that a regular U.S. post office does. (The Marts office is now open from 8:30 to 4:30 and no longer closes during lunch hour.) Moser pointed out that the mail- room located in the ELC is merely a convenience for students, and while it's true that stamps can only be bought six at a time, the students are lucky to have this service avail able to them. Students can also receive their packages at the ELC, which is evident by the telltale pink cards. (The physical plant serves the same purpose during the sum mer months when school is not in session.) Also located in the ELC is the switchboard office which receives packages delivered after 5:00 pm. Open until midnight every night, the switchboard office also receives other deliveries such as flowers and then notifies students by phone. While Marts Hall, the ELC mailroom, the switchboard, and the physical plant all serve as mail ""V : X depots, there is also the bookstore, where students can send packages through UPS. But, if you want to mail by Federal Express, take a hike up to Marts where that mail is sent It all sounds confusing and complicated you say? As men tioned before, the system is truly designed for the students' convenience."
w *,
3,
I,
f,
1,
ft,
J,Nancy Leon/The Bucknellian These two administrative workers sort some of the many pieces of mail which are sent through the postal service in Marts Hall.
"Fun, factual, fabulous FEATURES-Write for",
The Bucknellian,
Grateful Dead flies,
Without a  Net,"Jon Elliot Staff Writer It's been said that a Grateful Dead concert is unlike any other show on Earth. I assume that any one who's ever been to one of their concerts would agree. Since the release of the Dead's most recent albums. In the Dark and Built to Last, many critics have said the group has been con forming to the mainstream music of the '90s. But earlier this month, Arista released Without a Net, a compilation of fourteen live perfor mances recorded between October 1989 and April 1990. Produced by Grateful Dead bassist Phil Lcsh, Without a Net appeared on the shelves at a time when the band's future was in serious turmoil. Historically, live Grateful Dead albums have shown consider able promise in terms of song selection, but sound quality, even on Compact Disc, has left some thing to be desired. Without a Net is no different. The First Set (the title of the first disk) opens up with a keyboard sounding horn rhythm in ""Feel Like a Stranger,"" and the vocal back-up by Brent Mydland creates the free-flowing unconven tionally which has become the trademark of Grateful Dead concerts. Taking into account the time and efforts devoted to the massive efforts of listening to hundreds of hours of live tape to produce an album of such magnitude, ""...Stranger"" lacks a balancing lever between vocal and instrumen tal harmony. As one would some times hear on an average quality bootleg, Bob Weir's vocals on the opening track do not become audi ble until a few verses into the song. ""...Stranger"" followed up by another keyboard-influenced track, this time being a welcomed ""Mis sissippi Half-Step/ Uptown Toode- loo"" in which the spodight turns to the distinguishable vocals of lead guitarist Jerry Garcia. What starts off as a fast-paced (for Grateful Dead standards) jam on the ""Half- Step"" it eventually slows to the typ ical Garcia paced riffs in the transi tion and ultimately culminates in a mellow harmonizing on ""Uptown Toodeloo."" After a patented in-between- song ""tuning,"" the band breaks into one of the many ""blues"" songs which they perform in concert. This time the song is in the form of a Robert Johnson original, ""Walkin' Blues."" Bob Weir's vocal creativity here is only surpassed by his talent on the slide guitar. After a quite lengthy keyboard solo, ""Walkin' Blues"" slowly fades into a muffled crowd response and rebounds into the Garcia-styled rhythm of ""Althea."" The emotion in Garcia's voice adds a story line to the chords which almost turns the pages of another one of the Dead's story book songs. Weir again emerges from behind his rhythm guitar to provide the listener with the airy sounds of a powerful ""Cassidy."" And although it too is abbreviated, this jam provides the listener with an Copyright G.D.M., Inc. 1990 Courtesy o f Arista Records, Inc. The Grateful Dead's new album was released following the death of the band's keyboardist, Brent Myd land. The timing of the release is ironic since many of the pieces at the end of the album feature the talents of the late Mydland. essence of weightlessness, carried on by what we see as one of the Dead's smoothest creations, that being the sounds of Garcia's ""Bird Song."" Nearly thirteen minutes long, it is here where Garcia's magic is first acknowledged on the album. His ability to create the sounds of a flute through the strings of his gui tar, and the accompaniment of Mydland's action on the keyboards allows the listener to get caught up in the magic and diversity of what has come to be known as the Grate ful Dead. At one point, this ""Bird Song"" almost comes to a complete stop, as a bird would after a long flight in order to rest its wings, and almost like magic it gathers its form and rhythm once again to emerge with the grace and tranquil ity of a bird in flight. Atypical of most first sets of a Dead show, we see this first set commence with one of the groups oldest creations in their twenty-five year career. The powerful lyrics of ""Let It Grow"" become muffled by the instrumental abilities of Myd land, thus presenting him as the group member many people had hoped would become a major con tributor to the Dead's new sound for the '90's. As a conclusion, Weir finishes off the first set with a pat ented ""We'll be back in just a little bit,"" leaving the listener ready for what proves to be a fine representa tion of the Grateful Dead in rare second set form. Highlighted with one of the Dead's most acclaimed perfor mances of ""Eyes of the World"" and an accompaniment by saxophonist Branford Marsalis on their recent stint at Nassau Coliseum, the Sec ond Set begins with an energy packed rendition of their famed ""China Cat Sunflower/ I Know You Rider"" in which the vocal tal ents of Garcia, Weir, and Mydland are captured with tremendous detail. Weir's ""Looks Like Rain"" is the next song, and although the sounds of Garcia's guitar create the uncanny sounds of a warm summer rain, the vocals seem to be sup pressed by the band's instrumental unity, notably the sounds of Myd land's keyboards. The smooth transition into Garcia's ""Eyes..."" with Marsalis on sax exemplifies the diversified character which has recently been undertaken by the band, and not more evident than in ""Victim Or the Crime,"" one of the few Weir contributions to last year's release. Built to Last. Although not as instrumcntally creative as previous selections, strangely enough, the vocals are much more technologi cally in sync with the instrumental aspect of the music than they are on previous Weir inclusions. What may be the true high light for many fans is the group's choice to include ""Help on the Way/ Slipknot!/ Franklin's Tower"" in a work which was already included three other patented ""openers"" (songs which the Dead usually perform at the beginning of a set). And although such jams on ""Bird Song"" and ""Looks Like Rain"" may be great in terms of their ability to reflect a feeling or vision, ""Help.../ Slip."
J,"Frank..."" is what could be seen as an all out jam. The concept of blending three distinctive songs into one flowing creation is a talent magically cap tured throughout Without A Net. Traditionally, no Saturday night performance is complete without one of the true crowd pleasers, ""One More Saturday Night."" The Grateful Dead, on pre vious live albums, seemed to have had difficulty in creating the sense of their live performances on vinyl, but this version of their Saturday night special may even get even the most avid critic of the Dead tapping his foot. It is here that I feel that Without a Net should have ended. Producer Phil Lesh's decision to tack on the Mydland version of Traffic's ""Dear Mr. Fantasy"" after ""One More Saturday Night"" left a saddened taste in my mouth. In ret rospect, at least prior to Mydland's death in July, 1990, it seems that this album was intended to capture the ""new life"" of the Grateful Dead; one full of energy and emotion. Therefore, a ""...Fantasy"" to end the Second Set makes me wonder what Lesh had in mind when choosing the song selection and placement. .Ironically, though, Mydland's ""...Fantasy"" could not have been any more practical with respect to the relativity of Mydland's life story."
C,
I0ST WANTED!,
A CHANCE to Print,a terrific 100%  cotton t-shirt or h e a v y  weight sweat shirt for $ypur organization! Full art service is available. We guarantee Q U IC K D E L IV E R Y  of all in-stock items. Ride on in to
FINISH LINE^,
CUSTOM PRINTING,
CALL 568-0973,
r,
i,
I DENTIST,". . . . . r 111 """
I- .,
t,-- ifM y r. *
1A,> - ;
GENERAL PRACTICE * FAMILY DENTISTRY,|
"'your Comfort Js Our Jirst Coucou""",
*  HAPPY TO ACCEPT NEW PATIENTS,
*  COURTEOUS STAFF,
*  EMERGENCY CARE AVAILABLE,
MEMBER-AMERICAN,
DENTAL ASSOCIATION,
523-3207,
339 MARKET ST. LEWISBURG,
PEACHBOTTOM'S,
336 MARKET ST.,
"SUNDAY, NOVEMBER 4",
20%  O FF ALL PURCHASES,
12 pm - 4 pm,
General Lee,
Speaking,
Marred with Distaste,"By Lee Guzofski Staff Writer Greetings BuckncII! I hope you all collectively had a joyous Halloween and received many treats. Unfortunately, it was my distinct bad luck to have been ""tricked"" into seeing Marked for Death, starring Steven Segal. I don't know, maybe a black cat crossed my path... Marked for Death was the story of ""retired"" cop John Hatcher (a nice MASCULINE name) who comes home to rest, only to discover a Jamaican ""posse"" or gang is threatening his lovely suburb with drug traffick ing. Hatcher is willing to look the other way until the bad guys injure his 13 year old niece while attempting to gun him down. Thus, the plot... This movie was the poorest, lamest, most vile, disgusting excuse for entertainment I think I've ever seen (with the exception of Robocop 2). I've never heard or seen more disgusting sound effects in a film before. The plot was sim ply too predictable in that nice, yet tough, 'cop wants a vacation' way (as in Die Hard, Commando, and countless other films). The only thing that made this film tolerable (no, tolerable is too strong a word); the only reason I didn't bolt upright and leave was primar ily that I wasn't paying to see the film with my own money. At any rate, another reason I didn't leave was that there was indeed an update on modern gore effect technology. You'll all be happy to know that the simulated bone-breaking industry is indeed alive and well, which is more than I can say for Segal's victims. As an interesting addition to this article, I decided to personally interview each member of the audience (there were eight of us). I felt a bond with these people. We all squirmed with disgust at the same parts, and moaned with anguish at the same parts. I felt a bond, that is, until I talked to them... The other six people in the theater, barring myself and my companion, appeared to be excited to see this film. After the wretched thing I couldn't wait to get some verbal outlashes from these people. Boy, was I sur prised. If I may quote; 'Tame... great... a cool movie... 2 thumbs up... love Ste ven Segal... I personally liked the eye gouging, culcium cracking, bone-breaking action..."" Well, there you have it. Meanwhile, my companion kept screaming one word, ""Reimbursement!"" This film was horrid, abso lutely disgusting. The reggae music was a treat, even though they played the same song through the whole film, but I haven't heard that many bones cracking since my Aunt Esther tried to bend over to pick up her remote control. If nothing else came of my trip to see this film, at least I got to meet the people who thrive on action, violence, and bloodbath genre films -- all six of them...Have a nice yesterday and a pleasant next Thursday."
LI ONE HOUR,
CUSTOM FILM PROCESSINO LAR,
Student Discount Policy!,
10% off our custom film developing.,"Get that great quality, custom look for a suprisingly affordable price *Prints as fast as an hour! *Free album with second set of prints! *Every 13th roll processed free! *Free album page with each roll processed!"
419 Market St.,
524-9225,A ll
you can eat Spaghetti,
$4.59,
(Monday Night Football Party),
--free popcorn--,
TUESDAY,
Super Tacos,
$2.79,
Rio Grande Nachos,
$4.95,
(Featuring Bull Run Coolers),
WEDNESDAY,im
W ) B.B.Q. Wings,
$3.49/doz,
y,
(Rolling Rock Draft Night),
THURSDAY,
Chicken & Ribs,
$8.25,
Free Nacho Bar!,
Mon-Fri 4:00-5:30pm,
(with purchase),"605 Mafket Street * Lewisburg, PA * 524-2572"
j ^,"? 35,00 to $!?0.00"
PFR,"H frV R Part tim e cam pus sales rep. C all collect (40 6 pm -9 pm Tues-W ed-Thurs * 8 am ' 5 Pm Monday or Friday (Eastern G raduate Services e . Providence. R i l, Novem ber 2 1990"
The,
Bucknellian,p age 9
Gallery Series continues,"courtesy of Federico Cataldi Oscar Pizzo, a pianist from Rome, will be performing for the first time in the United States here at Bucknell. The performance will be the second in the Gallery Series on Wednesday evening at 8 p.m."
Chapel Choir highlights,
Acis and Galatea,
opera,
Homecoming provided on and off-campus talent,"By Cynthia Levinson Staff Writer Wednesday night will mark the second concert in the Gallery Series performances. The first con cert was performed by the Soldier String Quartet and proved to be an interesting and rather eductional evening of entertainment. The quar tet played a variety of progressive pieces, some of which were origi nals and others which were bor rowed or adapted pieces. Needless to say, the quartet made quite an impression upon the audience with their unique style. The musicians were quite interesting in that their performance was drastically differ ent from a typical quartet perfor mance. The group was comprised of two women and two men, all of whom proved themselves to be very talented musicians. The strik ing aspect of their style was their enthusiasm and movement while performing. It was anything but a conventional evening of entertainment. The upcoming performance should prove to be notably different from the first. This is not to say that it will be conservative, just that it will provide the audience with another interesting and different evening of contemporary music. The performer will be a man named Oscar Pizzo in his first per formance in America. Pizzo is a pianist who has studied piano, as well as organ and experimental composition. His program will be a ""panorama of avant-garde Italian music of the last decade."" Not only will this perfor mance be his premiere performance in the United States, but it will also feature two pieces which have not been publically performed as of yet. These pieces, ""una dolcezza inquita"" by Mauro Bagella and ""COCKAMAMEY"" by Diego Min- chiacchi, were both written for the piano. Pizzo has perticipated in a number of European festivals including the Darmstadt Summer Course for New Music and another recent music festival in Rome. Some of his performances have been broadcast by Radio France, Sudwestfunk Baden-Baden, and Radio Tclcvisione Italiana. Pizzo has also recorded on the Edipan label. By Jill Myrom Staff Writer The Rooke Chapel Choir, the Brewer Chamber Orchestra, and four individual soloists teamed up to perform Handel's opera Acis and Galatea on the first night of Homecoming. Rudolph Palmer, a 1973 Bucknell graduate, conducted the ensemble. The choir, instrumentalists, and individual singers complemented one another well, on the whole creating a strong rendition of the opera. While the Chapel Choir dominated the stage visually, its role in the actual production was unfortunately a minor one, due to the way the opera was written to be performed. The dominant actors of the evening were the two main characters, Acis and Galatea, who were performed by Grayson Hirst and Julianne Baird, a tenor and a soprano with impressive accomplishments. Joining them as soloists were Frederick Urrey, a tenor, singing the part of Damon, and John Ostendorf, a bass. Osten- dorf played the part of Polyphe mus beautifully, his rich, low voice embodying the ill the char acter bodes for the poor Galatea. The Brewer Chamber Orchestra did an impressive job with the score, striking a good bal ance with the singers by being nei ther overbearing, nor, at the other extreme, drowned out by the voices. Behind the orchestra stood the 49 students who made up the Chapel Choir. Their singing reflected the long hours put in by the students and William Payn, their conductor. An unfortunate aspect of the chorus pertained to the costumes the women were required to don. Their cerulean blue dresses looked most uncomfortable, not to mention breast-emphasizing. Though the audience's attention was visually drawn by the sea of blue women, the choir only sang during seven of the eighteen songs. The three elements of the opera (the choir, orchestra, and soloists) seemed especially divided and sep arated from one another due to their arrangement on the stage and the difference in costume for each group, making it difficult to con centrate fully upon the work. An air of gloom seemed to hang like a cloud over the majority of the choir, which did indeed match the mood of Act II, though it seemed out of place in the first act when the choir sang such lyrics as, ""Happy, happy, happy we! What joys I feel, what charms I see..."" The choir sang with strength and pleasing harmony; many of us wished to hear more from them in the opera. The simple plot structure per haps lent itself to the insipid lyrics which occasionally popped up in the course of the night. Polyphe mus, a Cyclops, falls in love with Galatea, an exquisite nymph. Unwilling to return the affections of such a monster, Galatea instead loves a shepherd named Acis. They are blissfully happy until Polyphemus' envy leads him to kill Acis, crushing him beneath a boulder. Grieving, Galatea turns the shepherd into a river. The original myth did not include the character Damon, but Handel added him as a commentator. While Handel's style of opera is not intended to be acted out with costumes and a set, a measure of perceptible acting was included by both Galatea and Pol yphemus. Even when not singing, Polyphemus would subtly react to the words of the other characters through facial expression. The awkwardness of not acting out the plot more fully became evident after Acis had supposedly been killed, when he remained seated on stage, following the score as the others wound down the production. It was unfortunate to note that very few students were in attendance. The audience seemed to be made up primarily of local residents and university faculty and staff. A number of those I did not recognize were most likely alumnae returning for Homecom ing. The crowd responded posi tively to the production, but this should not be surprising. Handel's style in Acis and Galatea is closely akin to his well- knownWater Music, and so he is a sure-fire crowd-pleaser, ideal for occasions such as Homecoming. By Ashley Shrader Staff Writer The Department of Theater and Dance announces the residency of the Victoria Marks Performance Company, which will extend through November third and fourth. The residency will provide Dance Company members and other inter ested students with an opportunity to take classes from a professioal artist cited by the New York Press as ""one of the most gifted young choreographers today."" Victoria Marks is interested in what she calls ""educating peo ples' feelings"" through dance: ""I want us to know more, to deal with complexity, to be less afraid, to care more and to recognize our lim its. I make dance for this purpose."" Marks emphasizes the impor tance of dance for high school and college students; she strongly believes that exposure to the arts provides students with alternative ways of comprehending the world. ""Asthctic education,"" she says, ""requires the type of coun- sciousness that has seemingly been omitted from most school discus sions and lesson plans. The skills the arts develop are the very ones that tune up intuition and make con tact with deep feelings. They demand a combination of innocence and thoroughness, a duo not often reinforced in school or at home. I think these two skills combine in such a way as to create an environ ment that permits compassion."" Marks is a graduate of Sarah Lawrence College. From 1979-84 she was a member of Rosalind Newsman and Dancers. She started choreographing in New York in 1981 and has since been awarded grants from the New York Founda tion for the Arts (1985) and the National Endowment for the Arts (1986, 1987, 1989, 1990) for her choreographic acheivement. Marks has been a guest teacher at Bates College, London Contemporary Dance School, Hunter College, and the Harvard Summer Dance Program. She has taught both school children and their teachers through the Lincoln Center Institute, NYC's Arts Con nection, Boston's Cultural Eduction Collaborative, London's South Bank Center, and at Bates College in Maine. She has been giving dierction to Pcntaclc's pilot pro gram in New York City's inner city"
Sunday,"schools and will begin her third consecutive year as artist-in residence at Eastchester High School. The residency at Bucknell, sposored by the Centeral Pennsyl vania Consortium, will conclude with a full performance in the Univrsity Theater, Coleman Hall, Sunday, November 4 at 8 p.m. This perfomance is scheduled to include Natural Selection, which Jack Anderson of the New York Times calls ""thought provoking"" and ""striking,"" and Dancing to Music, which Marcia Segal of the New York Press calls ""one of the most gripping pieces of minimalism I've ever seen."" Admission to the con cert is free and open to the public."
ONE DAY,
ONLY!,
SUNDAY,
NOV. 4,
12-4 p.m.,
W .L .,
